P. Name,P. Zone Class,P. Composition Class,P. Mass (EU),P. Radius (EU),P. Gravity (EU),P. Ts Mean (K),P. Period (days),P. Mean Distance (AU),S. Constellation,P. Habitable,P. Disc. Year
KOI-518.03,Warm,rocky-iron,12.55,2.10,2.85,240.5,247.35,0.64,Lyr,1,2015
KOI-520.02,Hot,rocky-iron,2.80,1.41,1.41,944.4,5.43,0.06,Cyg,0,2015
KOI-520.04,Hot,rocky-iron,3.83,1.54,1.62,468.9,51.17,0.25,Cyg,0,2015
KOI-521.02,Hot,rocky-iron,2.05,1.29,1.23,921.6,10.82,0.10,Cyg,0,2015
KOI-530.01,Hot,rocky-iron,14.11,2.16,3.02,813.8,10.94,0.10,Cyg,0,2015
KOI-533.02,Hot,rocky-iron,1.19,1.10,0.99,1132.6,3.52,0.04,Dra,0,2015
KOI-534.01,Hot,rocky-iron,17.10,2.26,3.35,854.6,6.40,0.06,Cyg,0,2015
KOI-534.02,Hot,rocky-iron,4.21,1.58,1.69,1112.2,2.74,0.04,Cyg,0,2015
KOI-537.01,Hot,rocky-iron,14.38,2.17,3.05,1372.4,2.82,0.04,Dra,0,2015
KOI-541.01,Hot,rocky-iron,13.31,2.13,2.93,727.7,13.65,0.11,Cyg,0,2015
KOI-542.02,Hot,rocky-iron,3.57,1.51,1.57,820.5,13.82,0.11,Cyg,0,2015
KOI-543.01,Hot,rocky-iron,12.07,2.08,2.79,972.9,4.30,0.05,Cyg,0,2015
KOI-543.02,Hot,rocky-iron,2.28,1.33,1.29,1067.8,3.14,0.04,Cyg,0,2015
KOI-547.02,Hot,rocky-iron,0.78,0.97,0.83,816.0,7.35,0.07,Cyg,0,2015
KOI-550.01,Hot,rocky-iron,15.84,2.22,3.21,784.2,13.02,0.11,Cyg,0,2015
KOI-551.01,Hot,rocky-iron,21.88,2.39,3.83,839.8,11.64,0.10,Cyg,0,2015
KOI-551.02,Hot,rocky-iron,14.95,2.19,3.12,1050.5,5.69,0.06,Cyg,0,2015
KOI-555.01,Hot,rocky-iron,3.75,1.53,1.60,1088.4,3.70,0.04,Cyg,0,2015
KOI-558.01,Hot,rocky-iron,19.53,2.33,3.60,806.0,9.18,0.08,Cyg,0,2015
KOI-561.01,Hot,rocky-iron,6.41,1.77,2.05,878.4,5.38,0.05,Lyr,0,2015
KOI-563.01,Hot,rocky-iron,7.43,1.84,2.20,815.6,15.28,0.12,Cyg,0,2015
KOI-564.01,Hot,rocky-iron,20.29,2.35,3.67,698.1,21.05,0.15,Cyg,0,2015
KOI-564.03,Hot,rocky-iron,1.69,1.22,1.14,1011.1,6.22,0.07,Cyg,0,2015
KOI-566.01,Hot,rocky-iron,23.16,2.42,3.95,685.8,25.86,0.17,Cyg,0,2015
KOI-566.02,Hot,rocky-iron,1.27,1.12,1.01,812.4,14.16,0.12,Cyg,0,2015
KOI-567.01,Hot,rocky-iron,23.16,2.42,3.95,834.7,10.69,0.09,Lyr,0,2015
KOI-567.02,Hot,rocky-iron,11.16,2.04,2.68,679.5,20.30,0.14,Lyr,0,2015
KOI-568.01,Hot,rocky-iron,2.28,1.33,1.29,1085.7,3.38,0.04,Lyr,0,2015
KOI-568.02,Hot,rocky-iron,0.42,0.80,0.65,1212.2,2.36,0.03,Lyr,0,2015
KOI-569.01,Hot,rocky-iron,8.07,1.88,2.28,593.4,20.73,0.14,Lyr,0,2015
KOI-569.02,Hot,rocky-iron,1.43,1.16,1.06,1316.7,1.63,0.03,Lyr,0,2015
KOI-571.01,Hot,rocky-iron,1.74,1.23,1.15,505.1,7.27,0.06,Cyg,0,2015
KOI-571.02,Hot,rocky-iron,3.75,1.53,1.60,422.9,13.34,0.09,Cyg,0,2015
KOI-571.03,Hot,rocky-iron,1.02,1.05,0.93,611.3,3.89,0.04,Cyg,0,2015
KOI-571.04,Hot,rocky-iron,1.89,1.26,1.19,358.8,22.41,0.12,Cyg,0,2015
KOI-571.05,Warm,rocky-iron,1.05,1.06,0.94,213.1,129.95,0.39,Cyg,1,2015
KOI-572.02,Hot,rocky-iron,1.89,1.26,1.19,1211.5,4.94,0.05,Cyg,0,2015
KOI-573.02,Hot,rocky-iron,5.04,1.66,1.83,1602.4,2.06,0.03,Lyr,0,2015
KOI-574.02,Hot,rocky-iron,2.28,1.33,1.29,714.1,10.40,0.09,Lyr,0,2015
KOI-577.02,Hot,rocky-iron,0.84,0.99,0.86,1907.9,0.64,0.01,Cyg,0,2015
KOI-579.01,Hot,rocky-iron,2.94,1.43,1.44,1224.3,2.02,0.03,Cyg,0,2015
KOI-579.02,Hot,rocky-iron,3.17,1.46,1.49,1002.8,3.76,0.05,Cyg,0,2015
KOI-582.01,Hot,rocky-iron,17.10,2.26,3.35,879.2,5.95,0.06,Cyg,0,2015
KOI-582.02,Hot,rocky-iron,12.80,2.11,2.88,623.9,17.74,0.13,Cyg,0,2015
KOI-582.03,Hot,rocky-iron,2.34,1.34,1.30,738.3,9.94,0.09,Cyg,0,2015
KOI-583.01,Hot,rocky-iron,4.51,1.61,1.74,1410.7,2.44,0.04,Lyr,0,2015
KOI-584.01,Hot,rocky-iron,15.24,2.20,3.15,793.9,9.93,0.09,Lyr,0,2015
KOI-584.02,Hot,rocky-iron,17.43,2.27,3.38,627.7,21.22,0.14,Lyr,0,2015
KOI-584.03,Hot,rocky-iron,0.59,0.89,0.75,892.7,6.47,0.07,Lyr,0,2015
KOI-585.01,Hot,rocky-iron,23.16,2.42,3.95,1100.0,3.72,0.05,Cyg,0,2015
KOI-586.01,Hot,rocky-iron,14.95,2.19,3.12,759.4,15.78,0.12,Lyr,0,2015
KOI-587.01,Hot,rocky-iron,20.29,2.35,3.67,689.8,14.03,0.10,Cyg,0,2015
KOI-588.01,Hot,rocky-iron,2.47,1.36,1.33,571.3,10.36,0.08,Lyr,0,2015
KOI-590.01,Hot,rocky-iron,24.05,2.44,4.04,966.6,11.39,0.11,Cyg,0,2015
KOI-593.01,Hot,rocky-iron,25.93,2.48,4.22,909.6,10.00,0.09,Cyg,0,2015
KOI-596.01,Hot,rocky-iron,1.94,1.27,1.21,789.6,1.68,0.02,Lyr,0,2015
KOI-597.02,Hot,rocky-iron,3.32,1.48,1.52,1552.3,2.09,0.03,Cyg,0,2015
KOI-597.03,Hot,rocky-iron,22.72,2.41,3.91,565.0,52.81,0.27,Cyg,0,2015
KOI-598.01,Hot,rocky-iron,15.84,2.22,3.21,800.3,8.31,0.08,Cyg,0,2015
KOI-598.02,Hot,rocky-iron,6.27,1.76,2.03,512.7,34.10,0.20,Cyg,0,2015
KOI-599.01,Hot,rocky-iron,24.51,2.45,4.08,1048.0,6.45,0.07,Cyg,0,2015
KOI-600.01,Hot,rocky-iron,21.88,2.39,3.83,1301.0,3.60,0.05,Dra,0,2015
KOI-601.03,Hot,rocky-iron,3.49,1.50,1.55,1806.4,1.21,0.02,Cyg,0,2015
KOI-605.01,Hot,rocky-iron,8.41,1.90,2.33,781.4,2.63,0.03,Lyr,0,2015
KOI-605.02,Hot,rocky-iron,0.27,0.70,0.56,619.8,5.07,0.05,Lyr,0,2015
KOI-610.01,Hot,rocky-iron,4.82,1.64,1.79,410.0,14.28,0.09,Lyr,0,2015
KOI-623.01,Hot,rocky-iron,1.89,1.26,1.19,967.8,10.35,0.09,Cyg,0,2015
KOI-623.02,Hot,rocky-iron,1.39,1.15,1.05,845.8,15.68,0.12,Cyg,0,2015
KOI-623.03,Hot,rocky-iron,1.09,1.07,0.95,1176.7,5.60,0.06,Cyg,0,2015
KOI-623.04,Hot,rocky-iron,0.59,0.89,0.75,723.3,25.21,0.16,Cyg,0,2015
KOI-624.02,Hot,rocky-iron,24.05,2.44,4.04,508.5,49.57,0.26,Lyr,0,2015
KOI-624.03,Hot,rocky-iron,2.60,1.38,1.36,1575.9,1.31,0.02,Lyr,0,2015
KOI-626.01,Hot,rocky-iron,11.38,2.05,2.71,838.1,14.59,0.12,Cyg,0,2015
KOI-626.02,Hot,rocky-iron,0.53,0.86,0.72,997.6,8.03,0.08,Cyg,0,2015
KOI-627.01,Hot,rocky-iron,14.38,2.17,3.05,1023.5,7.75,0.08,Cyg,0,2015
KOI-627.02,Hot,rocky-iron,1.51,1.18,1.09,1237.1,4.17,0.05,Cyg,0,2015
KOI-628.01,Hot,rocky-iron,14.38,2.17,3.05,818.1,14.49,0.11,Lyr,0,2015
KOI-632.01,Hot,rocky-iron,2.94,1.43,1.44,884.2,7.24,0.07,Lyr,0,2015
KOI-635.01,Hot,rocky-iron,21.07,2.37,3.75,797.4,16.72,0.13,Cyg,0,2015
KOI-639.01,Hot,rocky-iron,14.66,2.18,3.09,816.1,17.98,0.13,Cyg,0,2015
KOI-640.01,Hot,rocky-iron,23.16,2.42,3.95,572.9,31.00,0.18,Cyg,0,2015
KOI-641.01,Hot,rocky-iron,18.45,2.30,3.49,495.5,14.85,0.10,Cyg,0,2015
KOI-645.01,Hot,rocky-iron,14.66,2.18,3.09,1247.9,8.50,0.08,Cyg,0,2015
KOI-645.02,Hot,rocky-iron,24.51,2.45,4.08,902.2,23.78,0.16,Cyg,0,2015
KOI-647.01,Hot,rocky-iron,4.51,1.61,1.74,1262.1,5.17,0.06,Lyr,0,2015
KOI-647.02,Hot,rocky-iron,0.33,0.74,0.60,1079.5,8.11,0.08,Lyr,0,2015
KOI-650.01,Hot,rocky-iron,18.80,2.31,3.52,703.0,11.95,0.09,Lyr,0,2015
KOI-654.02,Hot,rocky-iron,10.10,1.99,2.55,1031.8,10.22,0.09,Lyr,0,2015
KOI-655.02,Hot,rocky-iron,18.80,2.31,3.52,445.3,151.89,0.58,Cyg,0,2015
KOI-657.01,Hot,rocky-iron,8.59,1.91,2.35,887.1,4.07,0.05,Lyr,0,2015
KOI-657.02,Hot,rocky-iron,11.16,2.04,2.68,576.4,16.28,0.11,Lyr,0,2015
KOI-658.01,Hot,rocky-iron,18.10,2.29,3.45,1281.3,3.16,0.04,Cyg,0,2015
KOI-658.02,Hot,rocky-iron,13.57,2.14,2.96,1080.6,5.37,0.06,Cyg,0,2015
KOI-658.03,Hot,rocky-iron,1.94,1.27,1.21,842.8,11.33,0.10,Cyg,0,2015
KOI-661.01,Hot,rocky-iron,16.14,2.23,3.25,852.8,14.40,0.12,Lyr,0,2015
KOI-661.02,Hot,rocky-iron,2.47,1.36,1.33,702.0,25.66,0.17,Lyr,0,2015
KOI-662.01,Hot,rocky-iron,14.38,2.17,3.05,975.9,10.21,0.09,Cyg,0,2015
KOI-663.01,Hot,rocky-iron,1.47,1.17,1.07,703.7,2.76,0.03,Lyr,0,2015
KOI-663.02,Hot,rocky-iron,2.05,1.29,1.23,380.2,20.31,0.12,Lyr,0,2015
KOI-664.01,Hot,rocky-iron,4.11,1.57,1.67,834.8,13.14,0.11,Lyr,0,2015
KOI-664.02,Hot,rocky-iron,1.23,1.11,1.00,980.2,7.78,0.08,Lyr,0,2015
KOI-664.03,Hot,rocky-iron,0.73,0.95,0.81,687.0,23.44,0.16,Lyr,0,2015
KOI-665.01,Hot,rocky-iron,18.80,2.31,3.52,1160.3,5.87,0.07,Lyr,0,2015
KOI-665.02,Hot,rocky-iron,1.16,1.09,0.97,1745.0,1.61,0.03,Lyr,0,2015
KOI-665.03,Hot,rocky-iron,1.05,1.06,0.94,1413.1,3.07,0.04,Lyr,0,2015
KOI-670.01,Hot,rocky-iron,10.72,2.02,2.63,970.9,9.49,0.09,Lyr,0,2015
KOI-671.01,Hot,rocky-iron,5.27,1.68,1.87,1411.8,4.23,0.05,Cyg,0,2015
KOI-671.02,Hot,rocky-iron,3.41,1.49,1.53,1172.5,7.47,0.08,Cyg,0,2015
KOI-671.03,Hot,rocky-iron,3.66,1.52,1.58,914.3,16.26,0.13,Cyg,0,2015
KOI-671.04,Hot,rocky-iron,2.05,1.29,1.23,1028.9,11.13,0.10,Cyg,0,2015
KOI-673.01,Hot,rocky-iron,10.10,1.99,2.55,1355.7,4.42,0.06,Cyg,0,2015
KOI-676.02,Hot,rocky-iron,16.14,2.23,3.25,782.8,2.45,0.03,Cyg,0,2015
KOI-678.02,Hot,rocky-iron,26.43,2.49,4.26,1351.0,4.14,0.05,Lyr,0,2015
KOI-679.01,Hot,rocky-iron,11.61,2.06,2.73,660.5,31.80,0.21,Lyr,0,2015
KOI-679.02,Hot,rocky-iron,0.55,0.87,0.73,799.4,16.26,0.13,Lyr,0,2015
KOI-687.01,Hot,rocky-iron,5.27,1.68,1.87,1162.5,4.18,0.05,Cyg,0,2015
KOI-688.01,Hot,rocky-iron,14.66,2.18,3.09,1573.0,3.28,0.04,Cyg,0,2015
KOI-689.01,Hot,rocky-iron,4.51,1.61,1.74,672.2,15.87,0.11,Cyg,0,2015
KOI-691.02,Hot,rocky-iron,1.39,1.15,1.05,805.1,16.23,0.12,Lyr,0,2015
KOI-692.01,Hot,rocky-iron,1.65,1.21,1.12,1325.1,2.46,0.04,Cyg,0,2015
KOI-692.02,Hot,rocky-iron,5.27,1.68,1.87,1071.4,4.82,0.06,Cyg,0,2015
KOI-693.01,Hot,rocky-iron,7.28,1.83,2.17,683.7,28.78,0.19,Lyr,0,2015
KOI-693.02,Hot,rocky-iron,8.77,1.92,2.38,828.9,15.66,0.12,Lyr,0,2015
KOI-695.01,Hot,rocky-iron,24.97,2.46,4.13,655.6,29.91,0.18,Lyr,0,2015
KOI-696.01,Hot,rocky-iron,4.02,1.56,1.65,1149.5,7.03,0.08,Lyr,0,2015
KOI-700.01,Hot,rocky-iron,24.51,2.45,4.08,649.2,30.86,0.18,Cyg,0,2015
KOI-700.02,Hot,rocky-iron,6.27,1.76,2.03,934.3,9.36,0.08,Cyg,0,2015
KOI-700.03,Hot,rocky-iron,3.75,1.53,1.60,807.9,14.67,0.11,Cyg,0,2015
KOI-700.04,Hot,rocky-iron,6.14,1.75,2.01,502.6,68.16,0.30,Cyg,0,2015
KOI-701.01,Hot,rocky-iron,9.51,1.96,2.47,545.6,18.16,0.12,Lyr,0,2015
KOI-701.02,Hot,rocky-iron,2.28,1.33,1.29,774.3,5.71,0.05,Lyr,0,2015
KOI-701.03,Warm,rocky-iron,5.88,1.73,1.97,307.4,122.39,0.42,Lyr,1,2015
KOI-701.04,Warm,rocky-iron,2.87,1.42,1.42,243.0,267.28,0.70,Lyr,1,2015
KOI-701.05,Hot,rocky-iron,0.16,0.59,0.46,593.5,12.44,0.09,Lyr,0,2015
KOI-704.01,Hot,rocky-iron,24.05,2.44,4.04,679.9,18.40,0.13,Lyr,0,2015
KOI-707.05,Hot,rocky-iron,3.83,1.54,1.62,1375.2,5.67,0.06,Cyg,0,2015
KOI-708.01,Hot,rocky-iron,26.93,2.50,4.31,814.2,17.41,0.14,Cyg,0,2015
KOI-708.02,Hot,rocky-iron,8.59,1.91,2.35,1047.1,7.69,0.08,Cyg,0,2015
KOI-709.01,Hot,rocky-iron,18.10,2.29,3.45,650.3,21.39,0.14,Lyr,0,2015
KOI-710.01,Hot,rocky-iron,6.98,1.81,2.13,1419.2,5.37,0.07,Cyg,0,2015
KOI-710.02,Hot,rocky-iron,3.32,1.48,1.52,1216.4,8.59,0.09,Cyg,0,2015
KOI-710.03,Hot,rocky-iron,1.35,1.14,1.04,1567.6,3.89,0.05,Cyg,0,2015
KOI-711.02,Hot,rocky-iron,5.75,1.72,1.95,1202.4,3.62,0.05,Cyg,0,2015
KOI-717.01,Hot,rocky-iron,6.14,1.75,2.01,795.3,14.71,0.12,Lyr,0,2015
KOI-717.02,Hot,rocky-iron,0.27,0.70,0.56,1938.9,0.90,0.02,Lyr,0,2015
KOI-719.01,Hot,rocky-iron,4.72,1.63,1.77,662.3,9.03,0.08,Cyg,0,2015
KOI-719.02,Hot,rocky-iron,0.96,1.03,0.90,458.8,28.12,0.16,Cyg,0,2015
KOI-719.03,Hot,rocky-iron,2.22,1.32,1.28,398.7,45.90,0.23,Cyg,0,2015
KOI-719.04,Hot,rocky-iron,0.47,0.83,0.68,834.7,4.16,0.05,Cyg,0,2015
KOI-720.03,Hot,rocky-iron,23.60,2.43,4.00,626.8,18.37,0.12,Cyg,0,2015
KOI-720.04,Hot,rocky-iron,3.41,1.49,1.53,1120.9,2.80,0.03,Cyg,0,2015
KOI-722.01,Hot,rocky-iron,25.93,2.48,4.22,624.4,46.41,0.27,Cyg,0,2015
KOI-730.04,Hot,rocky-iron,6.83,1.80,2.11,1003.5,7.38,0.07,Cyg,0,2015
KOI-732.02,Hot,rocky-iron,1.51,1.18,1.09,1175.3,3.30,0.04,Lyr,0,2015
KOI-732.03,Hot,rocky-iron,2.16,1.31,1.26,1013.3,5.25,0.06,Lyr,0,2015
KOI-733.03,Hot,rocky-iron,3.49,1.50,1.55,1018.1,3.13,0.04,Cyg,0,2015
KOI-733.04,Hot,rocky-iron,10.30,2.00,2.58,584.8,18.64,0.13,Cyg,0,2015
KOI-736.01,Hot,rocky-iron,6.98,1.81,2.13,372.4,18.79,0.11,Cyg,0,2015
KOI-736.02,Hot,rocky-iron,2.47,1.36,1.33,501.6,6.74,0.05,Cyg,0,2015
KOI-739.01,Hot,rocky-iron,2.87,1.42,1.42,898.1,1.29,0.02,Lyr,0,2015
KOI-740.01,Hot,rocky-iron,19.53,2.33,3.60,564.3,17.67,0.12,Lyr,0,2015
KOI-749.02,Hot,rocky-iron,4.31,1.59,1.70,1056.7,3.94,0.05,Cyg,0,2015
KOI-749.03,Hot,rocky-iron,1.56,1.19,1.10,834.3,8.11,0.08,Cyg,0,2015
KOI-750.01,Hot,rocky-iron,3.83,1.54,1.62,469.9,21.68,0.12,Cyg,0,2015
KOI-750.02,Hot,rocky-iron,0.30,0.72,0.58,726.5,5.04,0.05,Cyg,0,2015
KOI-750.03,Hot,rocky-iron,0.51,0.85,0.71,521.7,14.52,0.09,Cyg,0,2015
KOI-756.03,Hot,rocky-iron,4.02,1.56,1.65,1399.2,2.57,0.04,Cyg,0,2015
KOI-757.03,Hot,rocky-iron,22.72,2.41,3.91,830.7,6.25,0.06,Dra,0,2015
KOI-759.02,Hot,rocky-iron,13.31,2.13,2.93,404.6,91.77,0.38,Dra,0,2015
KOI-762.01,Hot,rocky-iron,15.54,2.21,3.18,1179.9,4.50,0.05,Cyg,0,2015
KOI-769.01,Hot,rocky-iron,19.53,2.33,3.60,1062.6,4.28,0.05,Cyg,0,2015
KOI-775.01,Hot,rocky-iron,6.98,1.81,2.13,434.5,16.38,0.10,Dra,0,2015
KOI-775.02,Hot,rocky-iron,19.53,2.33,3.60,548.2,7.88,0.06,Dra,0,2015
KOI-775.03,Hot,rocky-iron,6.83,1.80,2.11,342.8,36.45,0.18,Dra,0,2015
KOI-778.01,Hot,rocky-iron,2.22,1.32,1.28,722.2,2.24,0.03,Dra,0,2015
KOI-780.01,Hot,rocky-iron,21.47,2.38,3.79,1102.6,2.34,0.03,Cyg,0,2015
KOI-784.01,Hot,rocky-iron,5.88,1.73,1.97,385.2,19.27,0.11,Cyg,0,2015
KOI-784.02,Hot,rocky-iron,4.51,1.61,1.74,467.0,10.07,0.07,Cyg,0,2015
KOI-786.01,Hot,rocky-iron,9.51,1.96,2.47,1191.1,3.69,0.05,Cyg,0,2015
KOI-794.01,Hot,rocky-iron,9.70,1.97,2.50,1392.3,2.54,0.04,Lyr,0,2015
KOI-812.01,Hot,rocky-iron,14.66,2.18,3.09,681.7,3.34,0.04,Lyr,0,2015
KOI-812.02,Hot,rocky-iron,10.10,1.99,2.55,394.3,20.06,0.12,Lyr,0,2015
KOI-812.03,Warm,rocky-iron,9.13,1.94,2.43,309.0,46.18,0.20,Lyr,1,2015
KOI-812.04,Hot,rocky-iron,1.69,1.22,1.14,514.0,7.83,0.06,Lyr,0,2015
KOI-814.01,Hot,rocky-iron,24.51,2.45,4.08,593.4,22.37,0.14,Cyg,0,2015
KOI-817.01,Hot,rocky-iron,7.59,1.85,2.22,367.8,23.97,0.13,Lyr,0,2015
KOI-817.02,Hot,rocky-iron,3.75,1.53,1.60,501.9,8.30,0.07,Lyr,0,2015
KOI-818.01,Hot,rocky-iron,13.57,2.14,2.96,512.8,8.11,0.06,Lyr,0,2015
KOI-825.01,Hot,rocky-iron,17.43,2.27,3.38,735.2,8.10,0.07,Lyr,0,2015
KOI-825.02,Hot,rocky-iron,3.49,1.50,1.55,862.9,4.72,0.05,Lyr,0,2015
KOI-829.02,Hot,rocky-iron,24.05,2.44,4.04,918.8,9.75,0.09,Lyr,0,2015
KOI-834.02,Hot,rocky-iron,13.84,2.15,2.99,805.4,13.23,0.11,Lyr,0,2015
KOI-834.03,Hot,rocky-iron,8.07,1.88,2.28,1023.0,6.16,0.07,Lyr,0,2015
KOI-834.04,Hot,rocky-iron,1.02,1.05,0.93,1437.4,2.09,0.03,Lyr,0,2015
KOI-834.05,Hot,rocky-iron,13.84,2.15,2.99,532.3,50.45,0.27,Lyr,0,2015
KOI-835.01,Hot,rocky-iron,20.67,2.36,3.71,662.8,11.76,0.09,Cyg,0,2015
KOI-835.02,Hot,rocky-iron,14.95,2.19,3.12,411.5,56.23,0.27,Cyg,0,2015
KOI-837.01,Hot,rocky-iron,18.45,2.30,3.49,759.7,7.95,0.07,Lyr,0,2015
KOI-837.02,Hot,rocky-iron,3.83,1.54,1.62,924.1,4.14,0.05,Lyr,0,2015
KOI-842.01,Hot,rocky-iron,20.29,2.35,3.67,610.7,12.72,0.09,Cyg,0,2015
KOI-854.01,Warm,rocky-iron,9.51,1.96,2.47,273.1,56.06,0.23,Lyr,1,2015
KOI-857.01,Hot,rocky-iron,25.93,2.48,4.22,891.4,5.72,0.06,Lyr,0,2015
KOI-857.02,Hot,rocky-iron,5.88,1.73,1.97,595.8,20.03,0.14,Lyr,0,2015
KOI-861.01,Hot,rocky-iron,2.40,1.35,1.32,1166.2,2.24,0.03,Lyr,0,2015
KOI-864.03,Hot,rocky-iron,10.30,2.00,2.58,795.7,9.77,0.09,Lyr,0,2015
KOI-869.04,Hot,rocky-iron,8.77,1.92,2.38,1131.8,3.22,0.04,Lyr,0,2015
KOI-870.01,Hot,rocky-iron,8.77,1.92,2.38,629.2,5.91,0.05,Cyg,0,2015
KOI-870.02,Hot,rocky-iron,9.13,1.94,2.43,553.1,8.99,0.07,Cyg,0,2015
KOI-872.02,Hot,rocky-iron,14.38,2.17,3.05,891.5,6.77,0.07,Lyr,0,2015
KOI-873.01,Hot,rocky-iron,4.40,1.60,1.72,1025.0,4.35,0.05,Lyr,0,2015
KOI-874.01,Hot,rocky-iron,21.07,2.37,3.75,954.8,4.60,0.05,Cyg,0,2015
KOI-874.02,Hot,rocky-iron,4.02,1.56,1.65,713.9,11.19,0.09,Cyg,0,2015
KOI-877.01,Hot,rocky-iron,9.90,1.98,2.52,586.0,5.95,0.05,Cyg,0,2015
KOI-877.02,Hot,rocky-iron,7.91,1.87,2.26,471.8,12.04,0.08,Cyg,0,2015
KOI-877.03,Hot,rocky-iron,0.93,1.02,0.89,389.7,20.84,0.12,Cyg,0,2015
KOI-880.04,Hot,rocky-iron,6.41,1.77,2.05,1355.0,2.38,0.03,Cyg,0,2015
KOI-884.03,Hot,rocky-iron,4.93,1.65,1.81,1016.0,3.34,0.04,Lyr,0,2015
KOI-886.01,Hot,rocky-iron,19.53,2.33,3.60,501.6,8.01,0.06,Cyg,0,2015
KOI-886.02,Hot,rocky-iron,2.28,1.33,1.29,432.7,12.07,0.08,Cyg,0,2015
KOI-886.03,Hot,rocky-iron,2.60,1.38,1.36,366.6,21.00,0.12,Cyg,0,2015
KOI-887.01,Hot,rocky-iron,19.53,2.33,3.60,952.6,7.41,0.07,Cyg,0,2015
KOI-892.02,Hot,rocky-iron,2.53,1.37,1.35,958.7,3.97,0.05,Lyr,0,2015
KOI-896.03,Hot,rocky-iron,3.32,1.48,1.52,526.6,28.87,0.18,Cyg,0,2015
KOI-898.01,Hot,rocky-iron,21.07,2.37,3.75,507.5,9.77,0.07,Lyr,0,2015
KOI-898.02,Hot,rocky-iron,6.98,1.81,2.13,609.8,5.17,0.05,Lyr,0,2015
KOI-898.03,Hot,rocky-iron,11.61,2.06,2.73,406.4,20.09,0.12,Lyr,0,2015
KOI-899.01,Hot,rocky-iron,1.94,1.27,1.21,471.0,7.11,0.06,Cyg,0,2015
KOI-899.02,Hot,rocky-iron,1.16,1.09,0.97,594.5,3.31,0.03,Cyg,0,2015
KOI-899.03,Hot,rocky-iron,1.65,1.21,1.12,371.8,15.37,0.09,Cyg,0,2015
KOI-904.01,Hot,rocky-iron,4.82,1.64,1.79,992.2,2.21,0.03,Lyr,0,2015
KOI-904.04,Hot,rocky-iron,3.57,1.51,1.57,783.6,4.62,0.05,Lyr,0,2015
KOI-904.05,Hot,rocky-iron,4.40,1.60,1.72,612.1,10.20,0.08,Lyr,0,2015
KOI-906.01,Hot,rocky-iron,22.72,2.41,3.91,822.6,7.16,0.07,Cyg,0,2015
KOI-906.02,Hot,rocky-iron,16.14,2.23,3.25,619.9,17.65,0.13,Cyg,0,2015
KOI-906.03,Hot,rocky-iron,1.43,1.16,1.06,962.4,4.15,0.05,Cyg,0,2015
KOI-907.03,Hot,rocky-iron,6.83,1.80,2.11,1193.4,4.79,0.05,Cyg,0,2015
KOI-911.01,Hot,rocky-iron,24.97,2.46,4.13,1231.3,4.09,0.05,Cyg,0,2015
KOI-912.01,Hot,rocky-iron,21.47,2.38,3.79,548.9,10.85,0.08,Cyg,0,2015
KOI-912.02,Hot,rocky-iron,1.60,1.20,1.11,623.4,6.67,0.06,Cyg,0,2015
KOI-914.01,Hot,rocky-iron,8.77,1.92,2.38,1053.1,3.89,0.04,Cyg,0,2015
KOI-921.03,Hot,rocky-iron,5.39,1.69,1.89,1000.0,3.78,0.05,Cyg,0,2015
KOI-934.02,Hot,rocky-iron,17.76,2.28,3.42,811.8,12.41,0.10,Lyr,0,2015
KOI-935.04,Hot,rocky-iron,6.14,1.75,2.01,1052.8,9.62,0.09,Cyg,0,2015
KOI-936.01,Hot,rocky-iron,12.07,2.08,2.79,448.5,9.47,0.07,Lyr,0,2015
KOI-936.02,Hot,rocky-iron,1.69,1.22,1.14,921.1,0.89,0.01,Lyr,0,2015
KOI-938.02,Hot,rocky-iron,2.53,1.37,1.35,1665.1,1.05,0.02,Cyg,0,2015
KOI-938.03,Hot,rocky-iron,3.92,1.55,1.63,962.9,5.71,0.06,Cyg,0,2015
KOI-939.01,Hot,rocky-iron,6.69,1.79,2.09,1250.8,3.39,0.05,Cyg,0,2015
KOI-939.02,Hot,rocky-iron,4.93,1.65,1.81,1048.9,5.84,0.07,Cyg,0,2015
KOI-939.03,Hot,rocky-iron,2.53,1.37,1.35,1582.7,1.62,0.03,Cyg,0,2015
KOI-939.04,Hot,rocky-iron,6.83,1.80,2.11,867.2,10.68,0.10,Cyg,0,2015
KOI-945.03,Hot,rocky-iron,18.80,2.31,3.52,538.0,66.79,0.33,Cyg,0,2015
KOI-947.01,Hot,rocky-iron,8.07,1.88,2.28,339.0,28.60,0.14,Cyg,0,2015
KOI-948.01,Hot,rocky-iron,18.80,2.31,3.52,578.8,24.59,0.15,Lyr,0,2015
KOI-952.01,Hot,rocky-iron,12.31,2.09,2.82,558.6,5.90,0.05,Cyg,0,2015
KOI-952.02,Hot,rocky-iron,15.24,2.20,3.15,496.5,8.75,0.07,Cyg,0,2015
KOI-952.03,Hot,rocky-iron,18.10,2.29,3.45,374.9,22.78,0.13,Cyg,0,2015
KOI-952.04,Hot,rocky-iron,2.22,1.32,1.28,686.9,2.90,0.03,Cyg,0,2015
KOI-952.05,Hot,rocky-iron,8.07,1.88,2.28,1066.9,0.74,0.01,Cyg,0,2015
KOI-955.01,Hot,rocky-iron,25.93,2.48,4.22,1090.7,7.04,0.07,Cyg,0,2015
